price,drivetrain,model,year,province,front_legroom(mm),battery_charge_time(hr),battery_range(km),mileage(km)
48950,All-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,509.0,43000
32995,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,109500
31880,All-Wheel Drive,Model S,2017.0,ON,1085.0,12.0,417.0,116776
25490,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,75688
32500,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,115899
33999,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,56660
33995,All-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,509.0,142600
18888,Rear-Wheel Drive,Model S,2014.0,ON,1085.0,12.0,407.0,244075
28800,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,68169
24995,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,95000
29995,All-Wheel Drive,Model S,2017.0,ON,1085.0,12.0,539.0,230653
24888,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,386.0,101000
41800,All-Wheel Drive,Model X,2016.0,BC,1046.0,12.0,383.0,81000
23500,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,145000
27992,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,101800
46995,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,488.0,72466
51995,All-Wheel Drive,Model X,2018.0,QC,1046.0,12.0,475.0,93759
39800,All-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,509.0,85000
58000,All-Wheel Drive,Model S,2017.0,BC,1085.0,12.0,507.0,78000
26995,All-Wheel Drive,Model Y,2020.0,QC,1062.0,10.0,507.0,74450
45995,All-Wheel Drive,Model Y,2023.0,ON,1062.0,11.5,531.0,57073
27888,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,97854
33999,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,63401
48495,All-Wheel Drive,Model Y,2023.0,QC,1062.0,11.8,488.0,86662
34800,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,34505
41499,All-Wheel Drive,Model 3,2021.0,QC,1085.0,10.0,507.0,47131
47954,Rear-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,393.0,20922
29995,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,47000
29880,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,66000
27999,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,114000
32490,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,70800
33900,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,65350
41989,All-Wheel Drive,Model Y,2020.0,BC,1062.0,10.0,509.0,90994
36900,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,75894
28800,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,99000
49995,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,488.0,57373
55527,All-Wheel Drive,Model Y,2023.0,BC,1062.0,11.5,531.0,20827
50857,All-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,507.0,62083
33989,Rear-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,430.0,32682
29986,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,95423
36684,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,55100
26388,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,386.0,77075
38888,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,57000
46999,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,488.0,70563
39995,All-Wheel Drive,Model Y,2020.0,ON,1062.0,10.0,509.0,69000
28500,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,78085
28698,Rear-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,402.0,55850
46898,All-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,507.0,71283
47995,All-Wheel Drive,Model X,2017.0,QC,1046.0,12.0,414.0,68920
38998,All-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,509.0,101368
28999,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,82645
56990,All-Wheel Drive,Model Y,2024.0,ON,1062.0,9.0,499.0,20827
34800,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,36966
32999,All-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,98637
38990,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,488.0,131800
29950,Rear-Wheel Drive,Model 3,2018.0,ON,1085.0,12.0,499.0,29274
36995,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,51000
26490,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,72700
37990,Rear-Wheel Drive,Model 3,2023.0,ON,1085.0,10.4,438.0,14319
48970,All-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,509.0,46432
29995,All-Wheel Drive,Model 3,2019.0,QC,1085.0,10.0,499.0,85345
30850,Rear-Wheel Drive,Model 3,2023.0,ON,1085.0,10.4,438.0,114500
49870,All-Wheel Drive,Model Y,2023.0,QC,1062.0,11.5,531.0,45189
54995,All-Wheel Drive,Model X,2018.0,SK,1046.0,12.0,381.0,75000
39886,All-Wheel Drive,Model Y,2020.0,ON,1062.0,10.0,507.0,101466
33480,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,60872
14999,Rear-Wheel Drive,Model S,2014.0,ON,1085.0,12.0,407.0,304048
41995,Rear-Wheel Drive,Model Y,2023.0,ON,1064.0,9.4,418.0,35204
64950,All-Wheel Drive,Model S,2020.0,BC,1085.0,12.0,629.0,34000
30950,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,61000
34390,Rear-Wheel Drive,Model 3,2022.0,NS,1085.0,10.0,430.0,59292
44999,All-Wheel Drive,Model Y,2020.0,BC,1062.0,10.0,509.0,47000
27995,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,103520
43888,All-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,507.0,114682
23995,All-Wheel Drive,Model S,2015.0,QC,1085.0,12.0,435.0,228000
27498,Rear-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,402.0,67866
39995,Rear-Wheel Drive,Model Y,2023.0,ON,1064.0,9.4,418.0,48409
28988,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,80000
35404,All-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,69580
43999,unknown,Model X,2016.0,BC,1046.0,12.0,475.0,107000
45490,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,488.0,86400
39888,All-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,538.0,47106
47999,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,531.0,35181
36888,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,73770
32000,Rear-Wheel Drive,Model 3,2021.0,MB,1085.0,10.0,430.0,90525
30888,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,50422
27988,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,93000
39810,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,518.0,24559
48999,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,488.0,57900
27800,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,125000
41150,All-Wheel Drive,Model Y,2020.0,ON,1062.0,10.0,509.0,61350
38989,All-Wheel Drive,Model Y,2020.0,QC,1062.0,10.0,507.0,101641
46995,All-Wheel Drive,Model Y,2023.0,ON,1062.0,11.5,531.0,57010
32775,Rear-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,430.0,53584
44888,unknown,Model Y,2023.0,AB,1062.0,10.0,509.0,9698
37500,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,45303
20995,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,386.0,189299
37900,Rear-Wheel Drive,Model Y,2023.0,ON,1064.0,9.4,418.0,74000
29990,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,60833
50995,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,32369
39991,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,51930
23990,All-Wheel Drive,Model 3,2018.0,ON,1085.0,10.0,499.0,131600
44888,unknown,Model Y,2023.0,AB,1062.0,10.0,509.0,10995
35980,All-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,538.0,84666
34800,All-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,77000
30588,Rear-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,430.0,84187
25980,All-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,499.0,131366
29998,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,64209
29998,All-Wheel Drive,Model 3,2023.0,ON,1085.0,11.5,576.0,38871
41994,All-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,507.0,72850
30889,Rear-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,430.0,81376
26999,All-Wheel Drive,Model S,2015.0,ON,1085.0,12.0,407.0,127450
40991,All-Wheel Drive,Model 3,2021.0,MB,1085.0,10.0,568.0,70711
22480,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,128790
44995,All-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,509.0,50501
29888,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,100224
42880,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,96760
34895,Rear-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,430.0,21754
23980,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,104700
22950,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,150786
45985,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,73323
47480,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,531.0,55419
27990,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,50980
24998,Rear-Wheel Drive,Model 3,2020.0,MB,1085.0,10.0,402.0,167214
48980,All-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,538.0,17188
27888,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,78462
37887,All-Wheel Drive,Model Y,2020.0,ON,1063.0,10.0,507.0,119700
33990,All-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,499.0,43060
39995,Rear-Wheel Drive,Model Y,2023.0,QC,1064.0,9.4,418.0,48687
42988,Rear-Wheel Drive,Model Y,2023.0,QC,1064.0,9.4,418.0,23325
29955,All-Wheel Drive,Model S,2016.0,QC,1085.0,12.0,435.0,280200
40500,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,51601
34988,Rear-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,430.0,41500
34880,Rear-Wheel Drive,Model 3,2023.0,ON,1085.0,10.4,438.0,52600
44888,unknown,Model Y,2023.0,AB,1062.0,10.0,509.0,15443
28900,All-Wheel Drive,Model S,2015.0,QC,1085.0,12.0,407.0,150000
34995,All-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,568.0,79350
28800,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,90000
46888,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,507.0,60400
25490,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,96733
33999,All-Wheel Drive,Model S,2017.0,ON,1085.0,12.0,417.0,135000
15490,Rear-Wheel Drive,Model S,2013.0,ON,1085.0,12.0,426.0,267000
34999,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,45500
55777,All-Wheel Drive,Model X,2016.0,ON,1045.0,12.0,414.0,71400
29955,All-Wheel Drive,Model S,2016.0,QC,1085.0,12.0,473.0,218800
55881,All-Wheel Drive,Model Y,2024.0,AB,1062.0,9.0,499.0,65350
22880,Rear-Wheel Drive,Model 3,2018.0,ON,1085.0,12.0,499.0,179677
44692,All-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,507.0,70501
19999,Rear-Wheel Drive,Model S,2013.0,ON,1085.0,12.0,407.0,289607
44995,Rear-Wheel Drive,Model Y,2023.0,BC,1064.0,9.4,418.0,55325
26998,All-Wheel Drive,Model 3,2018.0,QC,1085.0,10.0,499.0,113168
59995,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,488.0,19000
30800,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,74000
50990,All-Wheel Drive,Model Y,2023.0,ON,1062.0,11.5,531.0,38697
49750,All-Wheel Drive,Model X,2016.0,BC,1046.0,12.0,414.0,139485
28995,unknown,Model 3,2019.0,BC,1085.0,10.0,430.0,114384
36995,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,48820
49986,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,531.0,36697
35984,All-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,518.0,42133
28980,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,82064
44988,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,34680
29498,All-Wheel Drive,Model 3,2018.0,QC,1085.0,10.0,499.0,65938
26990,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,354.0,85760
39999,All-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,538.0,63303
47988,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,507.0,53743
57897,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,531.0,21354
24590,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,129886
34995,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,57625
48989,All-Wheel Drive,Model 3,2023.0,BC,1085.0,11.5,576.0,22906
49994,All-Wheel Drive,Model 3,2023.0,BC,1085.0,11.5,576.0,10500
25900,unknown,Model 3,2019.0,ON,1085.0,10.0,430.0,100090
40888,All-Wheel Drive,Model Y,2020.0,ON,1062.0,10.0,509.0,66935
28490,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,386.0,64570
42955,All-Wheel Drive,Model X,2018.0,QC,1046.0,12.0,381.0,162800
46988,All-Wheel Drive,Model S,2018.0,ON,1085.0,12.0,417.0,34485
24299,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,354.0,117900
64900,All-Wheel Drive,Model X,2017.0,BC,1045.0,12.0,475.0,97000
26998,Rear-Wheel Drive,Model 3,2021.0,QC,1085.0,10.0,430.0,111977
27500,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,148000
27888,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,386.0,77333
29985,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,81508
29950,Rear-Wheel Drive,Model 3,2021.0,QC,1085.0,10.0,430.0,80000
38980,Rear-Wheel Drive,Model Y,2021.0,QC,1062.0,10.0,393.0,77586
27995,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,99000
44499,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,531.0,77780
35800,All-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,87000
51490,All-Wheel Drive,Model Y,2023.0,ON,1062.0,11.5,531.0,37053
33888,All-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,568.0,93097
45790,All-Wheel Drive,Model Y,2020.0,ON,1062.0,10.0,507.0,65904
43995,Rear-Wheel Drive,Model Y,2023.0,ON,1064.0,9.4,418.0,34177
30597,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,430.0,99166
45995,All-Wheel Drive,Model X,2017.0,ON,1046.0,12.0,383.0,72366
54000,unknown,Model Y,2024.0,ON,1062.0,10.0,509.0,12235
25990,All-Wheel Drive,Model 3,2018.0,ON,1085.0,10.0,499.0,111688
58499,All-Wheel Drive,Model Y,2023.0,BC,1062.0,11.8,488.0,34850
48999,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,565
45999,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,488.0,88962
51995,All-Wheel Drive,Model Y,2020.0,BC,1062.0,10.0,507.0,44586
32881,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,82000
46999,All-Wheel Drive,Model 3,2023.0,QC,1085.0,10.0,507.0,43681
32800,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,81000
69910,All-Wheel Drive,Model X,2019.0,ON,1046.0,12.0,475.0,59088
38475,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,54252
65900,All-Wheel Drive,Model Y,2024.0,BC,1062.0,9.0,499.0,4500
39800,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,11621
27888,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,386.0,79812
55800,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,488.0,55914
44928,All-Wheel Drive,Model 3,2023.0,QC,1085.0,11.5,576.0,30817
48995,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,488.0,82205
45888,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,74850
40999,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,481.0,68879
52999,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,531.0,42608
29990,unknown,Model 3,2019.0,QC,1085.0,10.0,430.0,69500
28349,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,107294
39888,All-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,538.0,68450
29998,All-Wheel Drive,Model 3,2018.0,ON,1085.0,10.0,499.0,99899
41888,All-Wheel Drive,Model Y,2020.0,ON,1062.0,10.0,509.0,76960
45985,All-Wheel Drive,Model 3,2022.0,AB,1085.0,10.0,538.0,49827
36500,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,61000
37990,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,40710
28888,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,99500
43985,All-Wheel Drive,Model Y,2020.0,ON,1062.0,10.0,509.0,56886
34590,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,64709
32888,All-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,122000
32980,All-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,518.0,84505
29800,unknown,Model 3,2020.0,ON,1085.0,10.0,430.0,98000
27998,Rear-Wheel Drive,Model 3,2021.0,QC,1085.0,10.0,430.0,104233
47995,All-Wheel Drive,Model Y,2021.0,QC,1062.0,10.0,509.0,49464
43999,Rear-Wheel Drive,Model Y,2023.0,QC,1064.0,9.4,418.0,30514
44990,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,81007
31900,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,97054
36980,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,36788
36995,Rear-Wheel Drive,Model Y,2021.0,QC,1062.0,10.0,393.0,85381
32998,All-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,518.0,76145
30490,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,152000
37750,All-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,62700
44390,Rear-Wheel Drive,Model Y,2023.0,ON,1064.0,9.4,418.0,21400
52690,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,24240
29800,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,124000
34699,Rear-Wheel Drive,Model 3,2020.0,MB,1085.0,10.0,402.0,74311
28995,Rear-Wheel Drive,Model 3,2018.0,AB,1085.0,12.0,499.0,157446
24990,Rear-Wheel Drive,Model S,2014.0,ON,1085.0,12.0,407.0,152100
45888,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,76372
35900,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,45000
33888,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,67375
26800,unknown,Model 3,2020.0,ON,1085.0,10.0,430.0,135000
32490,All-Wheel Drive,Model 3,2020.0,QC,1085.0,10.0,518.0,83965
39995,All-Wheel Drive,Model X,2017.0,ON,1046.0,12.0,383.0,124000
34800,All-Wheel Drive,Model 3,2018.0,BC,1085.0,10.0,499.0,52000
34449,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,69350
32888,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,86000
38500,Rear-Wheel Drive,Model 3,2018.0,BC,1085.0,12.0,499.0,51804
36499,All-Wheel Drive,Model 3,2022.0,QC,1085.0,10.0,538.0,98763
31888,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,499.0,105249
50950,All-Wheel Drive,Model X,2016.0,BC,1046.0,12.0,383.0,91000
33995,Rear-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,393.0,128793
29900,All-Wheel Drive,Model 3,2018.0,ON,1085.0,10.0,499.0,95348
52490,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,27749
32995,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,56471
49990,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,46578
31995,Rear-Wheel Drive,Model 3,2020.0,NS,1085.0,10.0,402.0,84000
42888,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,101047
57900,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,531.0,18500
49280,All-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,509.0,72000
36950,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,518.0,86500
59950,All-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,538.0,300
36999,All-Wheel Drive,Model S,2016.0,ON,1085.0,12.0,435.0,77000
39800,Rear-Wheel Drive,Model S,2014.0,BC,1085.0,12.0,407.0,76000
21999,All-Wheel Drive,Model S,2015.0,ON,1085.0,12.0,386.0,147000
17995,All-Wheel Drive,Model S,2015.0,QC,1085.0,12.0,386.0,216088
23888,All-Wheel Drive,Model S,2015.0,BC,1085.0,12.0,386.0,159310
24999,Rear-Wheel Drive,Model S,2014.0,BC,1085.0,12.0,407.0,120519
39999,All-Wheel Drive,Model Y,2021.0,AB,1062.0,10.0,509.0,78645
23900,Rear-Wheel Drive,Model 3,2018.0,ON,1085.0,12.0,499.0,137000
25900,All-Wheel Drive,Model S,2015.0,BC,1085.0,12.0,386.0,128120
35999,Rear-Wheel Drive,Model 3,2023.0,AB,1085.0,10.4,438.0,4918
63995,All-Wheel Drive,Model S,2019.0,ON,1085.0,12.0,507.0,69009
26985,unknown,Model S,2016.0,BC,1085.0,12.0,435.0,201531
25895,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,87000
42888,All-Wheel Drive,Model S,2015.0,ON,1085.0,12.0,386.0,142105
34995,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,55000
22990,Rear-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,402.0,117000
19999,All-Wheel Drive,Model S,2015.0,ON,1085.0,12.0,386.0,173028
33995,Rear-Wheel Drive,Model 3,2023.0,ON,1085.0,10.4,438.0,123000
29995,Rear-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,430.0,131000
24999,Rear-Wheel Drive,Model 3,2019.0,AB,1085.0,10.0,354.0,83834
28999,All-Wheel Drive,Model 3,2019.0,AB,1085.0,10.0,499.0,56813
69995,All-Wheel Drive,Model S,2016.0,ON,1085.0,12.0,473.0,59990
71995,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,531.0,8180
38999,Rear-Wheel Drive,Model 3,2019.0,ON,1085.0,10.0,386.0,88219
38950,All-Wheel Drive,Model 3,2018.0,BC,1085.0,10.0,499.0,53100
59991,All-Wheel Drive,Model 3,2022.0,ON,1085.0,10.0,538.0,35000
27888,Rear-Wheel Drive,Model S,2013.0,BC,1085.0,10.0,335.0,133200
42888,Rear-Wheel Drive,Model 3,2019.0,BC,1085.0,10.0,386.0,91900
45888,All-Wheel Drive,Model 3,2020.0,AB,1085.0,10.0,354.0,60120
44888,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,518.0,116725
52010,Rear-Wheel Drive,Model Y,2023.0,ON,1064.0,9.4,418.0,32017
53200,All-Wheel Drive,Model X,2017.0,BC,1046.0,12.0,465.0,94117
43850,All-Wheel Drive,Model 3,2020.0,BC,1085.0,10.0,518.0,105234
27995,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,354.0,137000
69888,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,15820
59888,unknown,Model Y,2023.0,AB,1062.0,10.0,509.0,37786
35895,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,17687
41200,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,34782
40800,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,38772
44900,Rear-Wheel Drive,Model 3,2023.0,BC,1085.0,10.4,438.0,26855
24994,All-Wheel Drive,Model 3,2018.0,ON,1085.0,10.0,499.0,129000
48995,All-Wheel Drive,Model Y,2021.0,ON,1062.0,10.0,509.0,45235
53995,All-Wheel Drive,Model Y,2021.0,BC,1062.0,10.0,507.0,66635
52800,All-Wheel Drive,Model Y,2023.0,BC,1062.0,11.5,531.0,58500
32995,Rear-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,430.0,67025
49888,All-Wheel Drive,Model Y,2022.0,BC,1062.0,10.0,531.0,85707
47984,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,531.0,60571
39888,All-Wheel Drive,Model Y,2020.0,ON,1062.0,10.0,509.0,109289
44980,Rear-Wheel Drive,Model 3,2023.0,BC,1085.0,10.4,438.0,4246
51495,All-Wheel Drive,Model Y,2022.0,QC,1062.0,10.0,488.0,55240
49888,All-Wheel Drive,Model 3,2022.0,AB,1085.0,10.0,538.0,41000
55850,All-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,507.0,38158
36995,Rear-Wheel Drive,Model 3,2021.0,BC,1085.0,10.0,430.0,67955
41995,Rear-Wheel Drive,Model 3,2023.0,BC,1085.0,10.4,438.0,33827
43900,All-Wheel Drive,Model X,2017.0,BC,1046.0,12.0,414.0,269325
69900,All-Wheel Drive,Model S,2021.0,ON,1085.0,15.0,652.0,31388
31990,All-Wheel Drive,Model 3,2021.0,ON,1085.0,10.0,568.0,118280
32995,Rear-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,402.0,51000
63995,All-Wheel Drive,Model X,2019.0,BC,1046.0,12.0,475.0,95934
34999,All-Wheel Drive,Model 3,2020.0,ON,1085.0,10.0,518.0,90000
41495,Rear-Wheel Drive,Model 3,2022.0,BC,1085.0,10.0,430.0,27620
57995,All-Wheel Drive,Model Y,2022.0,ON,1062.0,10.0,488.0,35223
